payment_date,ex_date,gross_dividend_paid,net_dividend_paid,dividend_type
30/12/2021,17/12/2021,0.4702,0.39966999999999997,JCP
30/12/2021,17/12/2021,0.1334,0.1334,DIV
28/01/2021,13/01/2021,0.0767,0.0767,DIV
30/12/2020,17/12/2020,0.4137,0.351645,JCP
30/12/2019,19/12/2019,0.4906,0.41701,JCP
28/12/2018,18/12/2018,0.32,0.272,JCP
30/07/2018,15/06/2018,0.16,0.16,DIV
22/02/2018,31/01/2018,0.07,0.07,DIV
