payment_date,ex_date,gross_dividend_paid,net_dividend_paid,dividend_type
09/09/2022,22/04/2022,0.7735,0.7735,DIV
28/09/2021,27/04/2021,0.0001,0.0001,DIV
31/08/2021,27/04/2021,0.9631,0.9631,DIV
19/02/2021,03/02/2021,1.4351,1.4351,DIV
09/09/2020,29/07/2020,1.6254,1.6254,DIV
01/01/2099,29/04/2019,0.8106,0.8106,DIV
01/01/2099,29/04/2019,0.0163,0.013854999999999998,JCP
01/01/2099,01/01/2019,0.8106,0.8106,DIV
01/01/2099,31/12/2018,0.8106,0.8106,DIV
