date,stock_price,last_30_days_hist_volatility,last_60_days_hist_volatility,last_90_days_hist_volatility,last_180_hist_volatility,stock_price_moving_average_ratio,stock_price_exp_moving_average_ratio,last_30_days_average_volume,last_90_days_stochastic,last_30_days_return,last_60_days_return,last_90_days_return,next_month_buy_and_hold_return,last_30_days_rsi
2018-02-16,15.93,0.563077798655512,0.5538566677512808,0.5538566677512808,0.5538566677512808,1.1176071654077313,1.1145702722135093,185915622.68421054,1.4536585365853656,0.06199999999999998,0.22821896684656892,0.22821896684656892,-0.054613935969868126,62.353923205342234
2018-02-19,16.73,0.5605240089905716,0.5576488903332383,0.5576488903332383,0.5576488903332383,1.1692970194345493,1.1648244548216216,184466556.82352942,1.2684563758389265,0.19670958512160228,0.289899768696993,0.289899768696993,-0.04303646144650322,64.81191222570534
2018-02-20,16.15,0.5715684251610589,0.5619956561998177,0.5619956561998177,0.5619956561998177,1.1228192148086993,1.1167316298386853,189091060.8888889,0.8465608465608461,0.15522174535050057,0.24518118735543545,0.24518118735543545,-0.047058823529411646,59.88924050632911
2018-02-21,16.3,0.5652443451096031,0.5531842885168964,0.5531842885168964,0.5531842885168964,1.1290457999244365,1.1217371743135043,198135712.36842105,0.8862433862433864,0.1659513590844063,0.25674633770239014,0.25674633770239014,-0.0723926380368099,61.172741679873205
2018-02-22,16.11,0.5674815346295105,0.5470993541365541,0.5470993541365541,0.5470993541365541,1.111665854846566,1.1032713242318601,206322783.52631578,0.8359788359788357,0.17505470459518588,0.24209714726291431,0.24209714726291431,-0.04779639975170699,58.752025931928685
2018-02-23,16.62,0.5697693890490383,0.5430828572087589,0.5430828572087589,0.5430828572087589,1.1432108955839868,1.1335931882259593,199478721.84210527,0.970899470899471,0.17538896746817542,0.28141865844255975,0.28141865844255975,-0.07701564380264747,60.14095536413469
2018-02-26,17.03,0.5289443271382691,0.537218334203506,0.537218334203506,0.537218334203506,1.1667713388524124,1.1556017514542674,199383782.3888889,1.0793650793650795,0.16484268125855006,0.3130300693909021,0.3130300693909021,-0.12037580739870819,62.27867590454196
2018-02-27,16.65,0.5348018779139869,0.5355093266085758,0.5355093266085758,0.5355093266085758,1.1356179029641646,1.1231976141477036,199983470.89473686,0.9068627450980387,0.13885088919288643,0.28373168851195046,0.28373168851195046,-0.06726726726726723,56.862745098039206
2018-02-28,16.62,0.5334440746971624,0.5286822586831539,0.5286822586831539,0.5286822586831539,1.129540536190153,1.1160593171063782,198797986.8,0.8995098039215687,0.13679890560875527,0.28141865844255975,0.28141865844255975,-0.05716004813477744,56.7237163814181
2018-03-01,17.15,0.5320084092612096,0.525494810626213,0.525494810626213,0.525494810626213,1.1617021276595747,1.1467834931096597,207961436.6,1.0294117647058818,0.1650815217391303,0.3222821896684655,0.3222821896684655,-0.0862973760932944,59.2094861660079
2018-03-02,16.9,0.5267777753405074,0.5216045085081709,0.5216045085081709,0.5216045085081709,1.1401585427559453,1.124133155980438,222337102.1,0.9404761904761905,0.173611111111111,0.303006939090208,0.303006939090208,-0.07278106508875733,59.72886762360446
2018-03-05,17.07,0.5158421593271937,0.5151118339821882,0.5151118339821882,0.5151118339821882,1.1477041653000986,1.1304751387958945,228116603.66666666,0.9809523809523814,0.2423580786026201,0.25054945054945055,0.3161141094834232,-0.09900410076156997,58.50451930977814
2018-03-06,16.32,0.5288496147679064,0.524273704768657,0.524273704768657,0.524273704768657,1.093432450109273,1.0759143334940806,226697282.21052632,0.8023809523809527,0.18777292576419213,0.21068249258160235,0.25828835774865067,0.005514705882352932,57.142857142857146
2018-03-07,16.73,0.5291474447441774,0.5201067286150614,0.5201067286150614,0.5201067286150614,1.1184719911690169,1.1000772753068502,230339135.7,0.9000000000000005,0.2176128093158661,0.1992831541218639,0.289899768696993,-0.03407053197848178,60.28823058446757
2018-03-08,16.03,0.5435422763644702,0.5270502710433281,0.5270502710433281,0.5270502710433281,1.0687962177233603,1.0504917176459585,234622719.8,0.733333333333334,0.10020590253946471,0.1491039426523299,0.23592906707787203,-0.011852776044915862,57.87855495772483
2018-03-09,16.13,0.5379659517145117,0.5210372463444889,0.5210372463444889,0.5210372463444889,1.0738220282565276,1.0552670823679628,237269656.45,0.7571428571428572,0.1472261735419629,0.15627240143369175,0.24363916730917487,-0.017978921264724064,59.42367601246105
2018-03-12,16.43,0.5174750464891797,0.5161953167174549,0.5161953167174549,0.5161953167174549,1.092041382499133,1.0729416892872767,255926029.6111111,0.8285714285714288,0.09826203208556142,0.09752839011356039,0.26676946800308393,-0.023128423615337738,59.00865460267506
2018-03-13,16.32,0.5128517798219921,0.5112915005834944,0.5112915005834944,0.5112915005834944,1.0826099843333192,1.0632381354919611,249450383.10526314,0.8023809523809527,0.09090909090909087,0.09018036072144286,0.25828835774865067,0.00980392156862746,55.74043261231281
2018-03-14,16.080000000000002,0.5156605909495949,0.5078337080537824,0.5078337080537824,0.5078337080537824,1.0648565870617939,1.045480821899109,242023271.0,0.7452380952380959,0.07486631016042787,0.08502024291497987,0.2397841171935236,0.022388059701492498,56.1139028475712
2018-03-15,15.57,0.5209961447354942,0.5093645020987666,0.5093645020987666,0.5093645020987666,1.0297202089322588,1.0108645862762982,235829430.57142857,0.6238095238095241,0.04077540106951868,0.05060728744939271,0.20046260601387814,0.05266538214515095,53.441295546558706
2018-03-16,15.48,0.5201445182382561,0.50459349007987,0.50459349007987,0.50459349007987,1.023159898477157,1.0046795053781612,236217950.45454547,0.6023809523809528,0.034759358288770026,0.0445344129554656,0.19352351580570545,0.05878552971576228,54.45544554455446
