date,stock_price,premium,strike_date,strike_price,strike_margin,time_to_expire_days,volume_traded
2020-11-24,52.812470000000005,2.26,2020-12-21,54.162470000000006,0.025562144698023048,27,478.0
2020-11-24,52.812470000000005,0.73,2021-01-18,50.662470000000006,-0.040710082296851455,55,73.0
2020-11-24,52.812470000000005,1.6,2020-12-21,53.662470000000006,0.016094683698755264,27,500.0
2020-11-24,52.812470000000005,0.77,2020-12-21,51.662470000000006,-0.02177516029831588,27,5461.0
2020-11-24,52.812470000000005,0.91,2020-12-21,52.162470000000006,-0.012307699299048095,27,364.0
2020-11-24,52.812470000000005,0.57,2020-12-21,51.162470000000006,-0.031242621297583668,27,361.0
2020-11-24,52.812470000000005,0.45,2020-12-21,50.662470000000006,-0.040710082296851455,27,4070.0
2020-11-25,52.062470000000005,0.88,2021-01-18,50.662470000000006,-0.026890771797803647,54,4365.0
2020-11-25,52.062470000000005,0.14,2021-01-18,45.662470000000006,-0.12292924250424535,54,700.0
2020-11-25,52.062470000000005,1.86,2021-01-18,53.662470000000006,0.030732310626061368,54,9300.0
2020-11-25,52.062470000000005,1.7,2021-01-18,52.662470000000006,0.01152461648477303,54,170.0
2020-11-25,52.062470000000005,1.26,2021-01-18,51.662470000000006,-0.007683077656515308,54,5172.0
2020-11-25,52.062470000000005,1.95,2020-12-21,53.662470000000006,0.030732310626061368,26,975.0
2020-11-25,52.062470000000005,1.12,2021-01-18,51.162470000000006,-0.017286924727159477,54,224.0
2020-11-25,52.062470000000005,1.2,2020-12-21,52.162470000000006,0.001920769414128861,26,3667.0
2020-11-25,52.062470000000005,0.98,2020-12-21,51.662470000000006,-0.007683077656515308,26,56856.0
2020-11-25,52.062470000000005,0.8,2020-12-21,51.162470000000006,-0.017286924727159477,26,3412.0
2020-11-25,52.062470000000005,0.59,2020-12-21,50.662470000000006,-0.026890771797803647,26,14360.0
2020-11-25,52.062470000000005,0.39,2020-12-21,49.662470000000006,-0.04609846593909198,26,1092.0
2020-11-25,52.062470000000005,0.26,2020-12-21,49.162470000000006,-0.05570231300973615,26,83.0
2020-11-25,52.062470000000005,1.46,2020-12-21,52.662470000000006,0.01152461648477303,26,37069.0
2020-11-26,52.62247000000001,1.51,2020-12-21,53.662470000000006,0.01976342045517816,25,925.0
2020-11-26,52.62247000000001,1.61,2021-01-18,52.162470000000006,-0.008741512893636517,53,589931.0
2020-11-26,52.62247000000001,0.69,2021-01-18,50.662470000000006,-0.037246446242451194,53,138.0
2020-11-26,52.62247000000001,1.87,2021-01-18,53.662470000000006,0.01976342045517816,53,3585.0
2020-11-26,52.62247000000001,1.32,2021-01-18,51.162470000000006,-0.027744801792846302,53,589770.0
2020-11-26,52.62247000000001,1.3,2020-12-21,52.162470000000006,-0.008741512893636517,25,650.0
2020-11-26,52.62247000000001,0.8,2020-12-21,51.162470000000006,-0.027744801792846302,25,1220.0
2020-11-26,52.62247000000001,0.66,2020-12-21,51.662470000000006,-0.018243157343241407,25,23555.0
2020-11-26,52.62247000000001,0.37,2020-12-21,50.662470000000006,-0.037246446242451194,25,11177.0
2020-11-26,52.62247000000001,0.36,2020-12-21,49.662470000000006,-0.05624973514166098,25,152.0
2020-11-26,52.62247000000001,0.11,2020-12-21,49.162470000000006,-0.06575137959126587,25,197.0
2020-11-26,52.62247000000001,0.9,2020-12-21,52.662470000000006,0.0007601315559683751,25,15511.0
2020-11-27,52.75247000000001,1.11,2021-01-18,50.662470000000006,-0.03961899793507305,52,14009.0
2020-11-27,52.75247000000001,1.92,2021-01-18,53.662470000000006,0.017250377091347503,52,960.0
2020-11-27,52.75247000000001,1.66,2021-01-18,52.662470000000006,-0.0017060812507926812,52,8507.0
2020-11-27,52.75247000000001,0.99,2021-01-18,51.162470000000006,-0.030140768764002956,52,495.0
2020-11-27,52.75247000000001,1.7,2020-12-21,53.662470000000006,0.017250377091347503,24,17241.0
2020-11-27,52.75247000000001,0.79,2020-12-21,51.662470000000006,-0.020662539592932867,24,4909.0
2020-11-27,52.75247000000001,0.76,2020-12-21,52.162470000000006,-0.011184310421862773,24,228.0
2020-11-27,52.75247000000001,0.55,2020-12-21,51.162470000000006,-0.030140768764002956,24,711.0
2020-11-27,52.75247000000001,0.5,2020-12-21,50.662470000000006,-0.03961899793507305,24,5094.0
2020-11-27,52.75247000000001,0.37,2020-12-21,49.662470000000006,-0.058575456277213236,24,296.0
2020-11-27,52.75247000000001,0.54,2021-01-18,48.662470000000006,-0.07753191461935342,52,540.0
2020-11-27,52.75247000000001,1.14,2020-12-21,52.662470000000006,-0.0017060812507926812,24,12246.0
2020-11-30,53.61383500000001,1.68,2021-01-18,52.663835000000006,-0.01771930696619637,49,168.0
2020-11-30,53.61383500000001,1.03,2021-01-18,51.163835000000006,-0.04569716007071687,49,1808.0
2020-11-30,53.61383500000001,0.45,2021-01-18,48.663835000000006,-0.09232691524491769,49,450.0
2020-11-30,53.61383500000001,0.9,2021-01-18,50.663835000000006,-0.055023111105557035,49,2750.0
2020-11-30,53.61383500000001,1.14,2020-12-21,52.663835000000006,-0.01771930696619637,21,37063.0
2020-11-30,53.61383500000001,1.25,2021-01-18,51.663835000000006,-0.0363712090358767,49,405.0
2020-11-30,53.61383500000001,0.74,2020-12-21,51.663835000000006,-0.0363712090358767,21,1160.0
2020-11-30,53.61383500000001,0.96,2020-12-21,52.163835000000006,-0.027045258001036535,21,855.0
2020-11-30,53.61383500000001,0.64,2020-12-21,51.163835000000006,-0.04569716007071687,21,192.0
2020-11-30,53.61383500000001,0.47,2020-12-21,50.663835000000006,-0.055023111105557035,21,4986.0
2020-11-30,53.61383500000001,0.24,2020-12-21,49.663835000000006,-0.07367501317523736,21,398.0
2020-12-01,54.33383500000001,0.53,2021-01-18,50.663835000000006,-0.06754538861466343,48,2681.0
2020-12-01,54.33383500000001,0.1,2021-01-18,45.663835000000006,-0.1595690788253765,48,500.0
2020-12-01,54.33383500000001,1.3,2021-01-18,53.663835000000006,-0.012331174488235582,48,27220.0
2020-12-01,54.33383500000001,0.95,2021-01-18,52.663835000000006,-0.030735912530378197,48,9544.0
2020-12-01,54.33383500000001,0.7,2021-01-18,51.663835000000006,-0.04914065057252081,48,11300.0
2020-12-01,54.33383500000001,0.87,2020-12-21,53.663835000000006,-0.012331174488235582,20,16190.0
2020-12-01,54.33383500000001,0.56,2021-01-18,51.163835000000006,-0.058343019593592116,48,392.0
2020-12-01,54.33383500000001,0.55,2020-12-21,52.663835000000006,-0.030735912530378197,20,275.0
2020-12-01,54.33383500000001,0.7,2020-12-21,52.163835000000006,-0.0399382815514495,20,210.0
2020-12-01,54.33383500000001,0.37,2020-12-21,51.663835000000006,-0.04914065057252081,20,926.0
2020-12-01,54.33383500000001,0.25,2020-12-21,51.163835000000006,-0.058343019593592116,20,25.0
2020-12-01,54.33383500000001,0.24,2020-12-21,50.663835000000006,-0.06754538861466343,20,3501.0
2020-12-01,54.33383500000001,0.12,2020-12-21,49.663835000000006,-0.08595012665680604,20,24.0
2020-12-01,54.33383500000001,0.69,2020-12-21,53.163835000000006,-0.02153354350930689,20,375.0
2020-12-02,53.06383500000001,1.55,2021-01-18,52.663835000000006,-0.007538090678896571,47,50739.0
2020-12-02,53.06383500000001,1.2,2021-01-18,52.163835000000006,-0.01696070402751715,47,120.0
2020-12-02,53.06383500000001,0.61,2021-01-18,50.163835000000006,-0.05465115742199947,47,122.0
2020-12-02,53.06383500000001,0.36,2021-01-18,48.163835000000006,-0.09234161081648179,47,72.0
2020-12-02,53.06383500000001,0.8,2021-01-18,50.663835000000006,-0.04522854407337889,47,4072.0
2020-12-02,53.06383500000001,0.15,2021-01-18,45.663835000000006,-0.13945467755958468,47,1407.0
2020-12-02,53.06383500000001,2.61,2021-01-18,54.663835000000006,0.030152362715585745,47,65250.0
2020-12-02,53.06383500000001,1.98,2021-01-18,53.663835000000006,0.011307136018344589,47,32225.0
