date,stock_price,premium,premium_protection,strike_date,strike_price,strike_margin,volume_traded,hist_volatility,implied_volatility,vega,volatility_margin,last_100_days_moving_average,stock_price_moving_average_ratio,last_30_days_return,last_60_days_return,last_90_days_return,last_30_days_max_price_intraday,stock_price_above_strike_price_last_90_days,cc_next_month_return,next_month_buy_and_hold_return,cc_better_than_buy_and_hold,cc_better_than_buy_and_hold_amount
2019-01-21,43.19300000000003,1.04,0.02407797559789779,2019-02-18,44.05300000000003,0.019910633667492388,16525.0,0.29333643031914186,0.2782480280580438,4.772329195664902,-0.0514371919119706,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,0.04398860926539016,0.06429282522630995,False,-0.020304215960919796
2019-01-21,43.19300000000003,1.5,0.034727849420044886,2019-04-15,46.29300000000004,0.0717708888014263,2400.0,0.29333643031914186,0.2979257194932862,8.244363274316038,0.01564513882285734,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,-0.13472090385016053,-0.16944875327020542,True,0.03472784942004489
2019-01-21,43.19300000000003,3.0,0.06945569884008977,2019-04-15,43.54300000000004,0.008103164864677338,2400.0,0.29333643031914186,0.34684859463627177,8.263373590205955,0.18242590686369975,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.017543859649122806,-0.09999305443011565,-0.16944875327020542,True,0.06945569884008977
2019-01-21,43.19300000000003,1.74,0.04028430532725207,2019-07-15,49.013000000000034,0.13474405574977416,15680.0,0.29333643031914186,0.279052435671709,11.7455366875877,-0.04869492218164739,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,-0.05432593244275653,-0.09461023777000865,True,0.04028430532725212
2019-01-21,43.19300000000003,0.38,0.008797721853078038,2019-02-18,46.30300000000003,0.07200240779755972,26123.0,0.29333643031914186,0.27657858025099336,4.764618415526844,-0.05712843116661792,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,0.07309054707938806,0.06429282522630995,True,0.008797721853078103
2019-01-21,43.19300000000003,0.68,0.015743291737087016,2019-02-18,45.05300000000003,0.043062533280855644,4385.0,0.29333643031914186,0.276391864396701,4.770159150628154,-0.05776495576770213,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,0.05880582501794266,0.06429282522630995,False,-0.0054870002083672945
2019-01-21,43.19300000000003,0.77,0.01782696270228971,2019-02-18,44.80300000000003,0.03727455837751483,14814.0,0.29333643031914186,0.2791273977855601,4.770896791744788,-0.04843937221886385,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,0.055101521079804615,0.06429282522630995,False,-0.00919130414650534
2019-01-21,43.19300000000003,0.87,0.020142152663626036,2019-02-18,44.55300000000003,0.03148658347417402,870.0,0.29333643031914186,0.28249495507568123,4.771505850546945,-0.036959184482014074,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,0.051628736137799995,0.06429282522630995,False,-0.01266408908850996
2019-01-21,43.19300000000003,0.91,0.021068228648160565,2019-02-18,44.30300000000003,0.025698608570833205,910.0,0.29333643031914186,0.27141384081691,4.771984079665707,-0.07473531152738411,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,0.04676683721899369,0.06429282522630995,False,-0.017525988007316265
2019-01-21,43.19300000000003,1.16,0.026856203551501378,2019-02-18,43.80300000000003,0.014122658764151575,145028.0,0.29333643031914186,0.28133903910360075,4.7725388784552765,-0.040899765509821884,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,0.04097886231565288,0.06429282522630995,False,-0.023313962910657078
2019-01-21,43.19300000000003,0.46,0.0106498738221471,2019-02-18,45.30300000000003,0.048850508184196464,1846.0,0.29333643031914186,0.23989870871027633,4.7692951390758305,-0.18217212758308532,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.0,0.05950038200634358,0.06429282522630995,False,-0.004792443219966372
2019-01-21,43.19300000000003,1.25,0.028939874516704073,2019-02-18,43.30300000000003,0.0025467089574699453,1169.0,0.29333643031914186,0.251420143901656,4.772542477210743,-0.14289492229752065,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.017543859649122806,0.03148658347417402,0.06429282522630995,False,-0.03280624175213594
2019-01-21,43.19300000000003,2.36,0.054638483087537285,2019-02-18,41.80300000000003,-0.03218114046257494,512408.0,0.29333643031914186,0.3038250968335751,4.769049759925129,0.03575644014970081,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.17543859649122806,0.022457342624962334,0.06429282522630995,False,-0.04183548260134762
2019-01-21,43.19300000000003,4.74,0.10974000416734185,2019-02-18,38.73300000000003,-0.10325747227560016,33950.0,0.29333643031914186,0.2739055814241316,4.7434795078992,-0.06624083095942113,37.85142063492066,1.1411196535157622,0.1258291955011663,0.1627118187813775,0.2816343486194977,42.96,0.3333333333333333,0.006482531891741738,0.06429282522630995,False,-0.05781029333456822
