date,stock_price,premium,premium_protection,strike_date,strike_price,strike_margin,time_to_expire_days,volume_traded
2018-01-02,18.79,0.78,0.041511442256519426,2018-01-15,19.0,0.01117615753060143,13,979.0
2018-01-02,18.79,0.17,0.009047365620010645,2018-01-15,21.0,0.11761575306013843,13,31.0
2018-01-02,18.79,1.03,0.054816391697711554,2018-02-19,20.0,0.06439595529536993,48,6766.0
2018-01-03,18.55,0.46,0.024797843665768194,2018-01-15,19.0,0.024258760107816673,12,5982.0
2018-01-03,18.55,1.33,0.07169811320754717,2018-02-19,19.0,0.024258760107816673,47,266.0
2018-01-04,18.43,0.43,0.02333152468800868,2018-01-15,19.0,0.030927835051546407,11,3776.0
2018-01-04,18.43,0.51,0.02767227346717309,2018-01-15,18.5,0.0037981551817688705,11,1275.0
2018-01-04,18.43,1.2,0.06511123168746609,2018-02-19,19.0,0.030927835051546407,46,946.0
2018-01-04,18.43,0.71,0.0385241454150841,2018-02-19,20.0,0.08518719479110148,46,4065.0
2018-01-05,18.26,0.74,0.04052573932092004,2018-02-19,20.0,0.09529025191675784,45,3700.0
2018-01-05,18.26,1.6,0.08762322015334063,2018-02-19,18.0,-0.014238773274917937,45,160.0
2018-01-05,18.26,0.9,0.0492880613362541,2018-01-15,18.0,-0.014238773274917937,10,90.0
2018-01-05,18.26,0.35,0.019167579408543262,2018-01-15,19.0,0.040525739320919955,10,175.0
2018-01-08,18.38,0.25,0.013601741022850925,2018-01-15,19.0,0.03373231773667035,7,25.0
2018-01-08,18.38,1.55,0.08433079434167574,2018-02-19,18.0,-0.02067464635473335,42,305.0
2018-01-09,17.65,0.97,0.054957507082152975,2018-02-19,18.5,0.04815864022662898,41,4109.0
2018-01-10,16.94,0.35,0.020661157024793386,2018-03-19,23.0,0.357733175914994,68,343500.0
2018-01-10,16.94,0.11,0.006493506493506493,2018-03-19,27.0,0.5938606847697756,68,110000.0
2018-01-10,16.94,0.98,0.05785123966942148,2018-03-19,19.0,0.12160566706021243,68,98.0
2018-01-10,16.94,0.86,0.050767414403778036,2018-02-19,17.5,0.033057851239669346,40,200.0
2018-01-10,16.94,0.39,0.023022432113341203,2018-02-19,19.0,0.12160566706021243,40,15510.0
2018-01-10,16.94,0.99,0.05844155844155843,2018-02-19,18.0,0.06257378984651704,40,990.0
2018-01-10,16.94,1.12,0.06611570247933884,2018-03-19,18.0,0.06257378984651704,68,5620.0
2018-01-11,17.2,1.21,0.07034883720930232,2018-03-19,18.0,0.046511627906976785,67,121.0
2018-01-11,17.2,0.83,0.04825581395348837,2018-02-19,18.0,0.046511627906976785,39,329.0
2018-01-11,17.2,0.91,0.05290697674418605,2018-02-19,17.5,0.01744186046511632,39,910.0
2018-01-11,17.2,0.63,0.03662790697674419,2018-02-19,18.5,0.07558139534883726,39,693.0
2018-01-12,16.81,0.9,0.05353955978584177,2018-02-19,17.5,0.041046995835812096,38,900.0
2018-01-12,16.81,1.18,0.07019631171921475,2018-02-19,16.5,-0.01844140392623431,38,1323.0
2018-01-12,16.81,0.25,0.0148720999405116,2018-02-19,19.0,0.1302795954788817,38,625.0
2018-01-12,16.81,0.01,0.000594883997620464,2018-01-15,19.0,0.1302795954788817,3,7500.0
2018-01-12,16.81,0.02,0.001189767995240928,2018-01-15,17.75,0.055919095776323695,3,15000.0
2018-01-12,16.81,0.58,0.034503271861986914,2018-02-19,18.5,0.1005353955978585,38,1220.0
2018-01-12,16.81,0.83,0.04937537180249851,2018-02-19,18.0,0.0707911957168353,38,498.0
2018-01-12,16.81,1.28,0.0761451516954194,2018-03-19,18.0,0.0707911957168353,66,2560.0
2018-01-15,17.03,1.53,0.08984145625366999,2018-03-19,17.0,-0.0017615971814445763,63,153.0
2018-01-15,17.03,0.46,0.02701115678214915,2018-02-19,18.5,0.0863182618907809,35,3533.0
2018-01-15,17.03,0.84,0.04932472108044627,2018-02-19,17.5,0.027598355842630585,35,12290.0
2018-01-15,17.03,0.62,0.036406341749853195,2018-02-19,18.0,0.05695830886670574,35,3621.0
2018-01-15,17.03,1.07,0.06283029947152084,2018-02-19,17.0,-0.0017615971814445763,35,7898.0
2018-01-15,17.03,1.09,0.06400469759248385,2018-02-19,16.5,-0.031121550205519734,35,25260.0
2018-01-16,17.22,1.33,0.07723577235772358,2018-02-19,17.0,-0.012775842044134662,34,1842.0
2018-01-16,17.22,0.78,0.04529616724738676,2018-02-19,18.0,0.04529616724738683,34,15923.0
2018-01-16,17.22,1.02,0.05923344947735192,2018-02-19,17.5,0.016260162601626084,34,6470.0
2018-01-16,17.22,0.67,0.0389082462253194,2018-02-19,18.5,0.07433217189314757,34,2981.0
2018-01-16,17.22,1.29,0.07491289198606273,2018-03-19,18.0,0.04529616724738683,62,129.0
2018-01-17,17.27,0.58,0.0335842501447597,2018-02-19,18.5,0.07122177185871456,33,1794.0
2018-01-17,17.27,1.2,0.06948465547191662,2018-03-19,18.0,0.0422698320787493,61,2480.0
2018-01-17,17.27,1.18,0.06832657788071801,2018-02-19,17.0,-0.015634047481181215,33,6085.0
2018-01-17,17.27,0.72,0.04169079328314997,2018-02-19,18.0,0.0422698320787493,33,2924.0
2018-01-17,17.27,0.95,0.05500868558193399,2018-02-19,17.5,0.013317892298784044,33,3873.0
2018-01-18,17.15,0.4,0.023323615160349857,2018-02-19,18.5,0.07871720116618085,32,4340.0
2018-01-18,17.15,0.94,0.05481049562682216,2018-02-19,17.0,-0.008746355685131112,32,5152.0
2018-01-18,17.15,0.68,0.03965014577259476,2018-02-19,18.0,0.049562682215743524,32,5205.0
2018-01-19,17.5,0.47,0.026857142857142857,2018-02-19,18.5,0.05714285714285714,31,1523.0
2018-01-19,17.5,1.57,0.08971428571428572,2018-03-19,17.0,-0.02857142857142857,59,7887.0
2018-01-19,17.5,1.16,0.06628571428571428,2018-02-19,17.0,-0.02857142857142857,31,13416.0
2018-01-19,17.5,0.61,0.03485714285714286,2018-02-19,18.0,0.02857142857142857,31,5495.0
2018-01-22,18.77,1.0,0.05327650506126798,2018-03-19,23.0,0.22535961640916358,56,1400.0
2018-01-22,18.77,2.35,0.12519978689397976,2018-03-19,18.0,-0.04102290889717632,56,705.0
2018-01-22,18.77,1.27,0.06766116142781034,2018-02-19,18.5,-0.014384656366542332,28,28245.0
2018-01-22,18.77,1.85,0.09856153436334578,2018-02-19,17.5,-0.06766116142781031,28,185.0
2018-01-22,18.77,1.45,0.07725093233883858,2018-02-19,18.0,-0.04102290889717632,28,43465.0
2018-01-22,18.77,0.42,0.022376132125732553,2018-02-19,20.0,0.06553010122535964,28,1862.0
2018-01-22,18.77,0.9,0.04794885455514118,2018-02-19,19.0,0.012253596164091659,28,6240.0
2018-01-22,18.77,2.66,0.14171550346297285,2018-02-19,17.0,-0.09429941395844431,28,2344.0
2018-01-22,18.77,2.55,0.13585508790623335,2018-02-19,16.5,-0.12093766648907829,28,255.0
2018-01-23,18.13,1.17,0.06453392167677882,2018-02-19,18.0,-0.007170435741864259,27,15570.0
2018-01-23,18.13,0.77,0.042471042471042476,2018-02-19,19.0,0.04798676227247661,27,6035.0
2018-01-23,18.13,0.37,0.020408163265306124,2018-02-19,20.0,0.1031439602868175,27,2006.0
2018-01-23,18.13,0.87,0.04798676227247656,2018-02-19,18.5,0.02040816326530618,27,2807.0
2018-01-23,18.13,0.49,0.02702702702702703,2018-02-19,19.5,0.07556536127964705,27,2450.0
2018-01-24,19.55,1.39,0.07109974424552429,2018-03-19,19.0,-0.028132992327365765,54,834.0
2018-01-24,19.55,1.89,0.09667519181585676,2018-02-19,18.0,-0.07928388746803072,26,11706.0
2018-01-24,19.55,1.03,0.05268542199488491,2018-02-19,19.0,-0.028132992327365765,26,19075.0
2018-01-24,19.55,0.61,0.031202046035805626,2018-02-19,20.0,0.023017902813299195,26,5059.0
2018-01-24,19.55,1.19,0.0608695652173913,2018-02-19,18.5,-0.053708439897698246,26,2835.0
2018-01-26,20.25,1.14,0.05629629629629629,2018-02-19,19.5,-0.037037037037037035,24,2280.0
2018-01-26,20.25,1.8,0.08888888888888889,2018-02-19,18.5,-0.08641975308641975,24,1800.0
2018-01-26,20.25,2.25,0.1111111111111111,2018-03-19,19.0,-0.06172839506172839,52,25764.0
2018-01-26,20.25,0.27,0.013333333333333334,2018-02-19,22.0,0.08641975308641975,24,295.0
2018-01-26,20.25,1.02,0.05037037037037037,2018-03-19,21.0,0.037037037037037035,52,2140.0
2018-01-26,20.25,1.04,0.05135802469135803,2018-02-19,20.0,-0.012345679012345678,24,8650.0
2018-01-26,20.25,1.65,0.08148148148148147,2018-02-19,19.0,-0.06172839506172839,24,32095.0
2018-01-26,20.25,2.0,0.09876543209876543,2018-02-19,18.0,-0.1111111111111111,24,2189.0
2018-01-26,20.25,0.6,0.029629629629629627,2018-02-19,21.0,0.037037037037037035,24,7310.0
2018-01-29,20.22,1.65,0.08160237388724036,2018-02-19,19.0,-0.06033630069238372,21,9900.0
2018-01-29,20.22,0.92,0.04549950544015827,2018-02-19,20.0,-0.010880316518298658,21,12390.0
2018-01-29,20.22,0.57,0.028189910979228485,2018-02-19,21.0,0.038575667655786405,21,6277.0
2018-01-29,20.22,1.4,0.06923837784371908,2018-03-19,21.0,0.038575667655786405,49,1523.0
2018-01-29,20.22,0.7,0.03461918892185954,2018-03-19,23.0,0.13748763600395655,49,700.0
2018-01-30,20.0,0.47,0.0235,2018-03-19,23.0,0.15,48,7949.0
2018-01-30,20.0,0.67,0.0335,2018-03-19,22.0,0.1,48,767.0
2018-01-30,20.0,1.13,0.056499999999999995,2018-03-19,21.0,0.05,48,113.0
2018-01-30,20.0,1.48,0.074,2018-03-19,20.0,0.0,48,1219.0
2018-01-30,20.0,0.8,0.04,2018-02-19,20.0,0.0,20,3007.0
2018-01-30,20.0,0.41,0.020499999999999997,2018-02-19,21.0,0.05,20,2408.0
2018-01-30,20.0,2.09,0.1045,2018-02-19,18.0,-0.1,20,7904.0
2018-01-30,20.0,0.21,0.010499999999999999,2018-02-19,22.0,0.1,20,1050.0
2018-01-31,20.33,0.7,0.03443187407771766,2018-03-19,23.0,0.13133300541072315,47,2800.0
2018-01-31,20.33,1.04,0.05115592720118053,2018-03-19,22.0,0.08214461387112651,47,4354.0
2018-01-31,20.33,1.34,0.06591244466305952,2018-03-19,21.0,0.032956222331529846,47,259.0
2018-01-31,20.33,1.8,0.08853910477127398,2018-03-19,20.0,-0.016232169208066815,47,360.0
2018-01-31,20.33,2.45,0.12051155927201182,2018-03-19,19.0,-0.06542056074766348,47,2450.0
2018-01-31,20.33,0.84,0.04131824889326119,2018-02-19,20.5,0.008362026561731515,19,420.0
2018-01-31,20.33,0.41,0.02016724053123463,2018-02-19,22.0,0.08214461387112651,19,1484.0
2018-01-31,20.33,0.16,0.007870142646335466,2018-02-19,23.0,0.13133300541072315,19,895.0
2018-01-31,20.33,0.75,0.036891293654697496,2018-02-19,21.0,0.032956222331529846,19,4165.0
2018-01-31,20.33,1.3,0.06394490900147566,2018-02-19,20.0,-0.016232169208066815,19,13972.0
2018-01-31,20.33,1.65,0.08116084604033448,2018-02-19,19.0,-0.06542056074766348,19,495.0
2018-01-31,20.33,2.79,0.1372356123954747,2018-02-19,18.0,-0.11460895228726013,19,558.0
2018-01-31,20.33,2.0,0.09837678307919331,2018-02-19,18.5,-0.0900147565174618,19,400.0
2018-02-01,20.4,0.56,0.027450980392156866,2018-03-19,23.0,0.12745098039215694,46,2800.0
2018-02-01,20.4,1.3,0.06372549019607844,2018-03-19,21.0,0.029411764705882425,46,265.0
2018-02-01,20.4,1.78,0.08725490196078432,2018-03-19,20.0,-0.019607843137254832,46,10010.0
2018-02-01,20.4,0.73,0.0357843137254902,2018-02-19,20.5,0.004901960784313796,18,1065.0
2018-02-01,20.4,1.44,0.07058823529411765,2018-02-19,19.5,-0.04411764705882346,18,5328.0
2018-02-01,20.4,0.56,0.027450980392156866,2018-02-19,21.0,0.029411764705882425,18,15565.0
2018-02-01,20.4,0.27,0.01323529411764706,2018-02-19,22.0,0.07843137254901968,18,4107.0
2018-02-01,20.4,1.11,0.05441176470588236,2018-02-19,20.0,-0.019607843137254832,18,8621.0
2018-02-01,20.4,1.5,0.07352941176470588,2018-02-19,19.0,-0.0686274509803921,18,310.0
2018-02-01,20.4,2.69,0.13186274509803922,2018-02-19,18.0,-0.11764705882352935,18,4718.0
2018-02-01,20.4,0.14,0.0068627450980392165,2018-02-19,23.0,0.12745098039215694,18,3170.0
