date,stock_price,premium,premium_protection,strike_date,strike_price,strike_margin,time_to_expire_days,volume_traded
2018-10-03,5.140785,0.56,0.10893277972138497,2018-10-15,5.035785,-0.02042489619775976,12,56.0
2018-10-04,5.033284999999999,0.39,0.07748418776206793,2018-10-15,5.035785,0.0004966935112953848,11,39.0
2019-05-16,10.05759,2.65,0.2634826036853759,2019-12-16,10.88509,0.08227617152816934,214,91425.0
2019-06-06,12.03009,1.8,0.14962481577444559,2019-10-21,12.82259,0.06587648138958233,137,10800.0
2019-06-07,12.22259,1.85,0.1513590818312649,2019-09-16,13.32259,0.08999729189967098,101,402812.0
2019-06-28,12.79259,2.09,0.16337582928867414,2019-08-19,12.57259,-0.017197455714597326,52,4180.0
2019-07-11,14.62509,1.4,0.09572590664399329,2019-10-21,16.32259,0.11606766180584198,102,140000.0
2019-07-15,14.47259,2.3,0.15892110534465495,2019-08-19,14.57259,0.006909613275854539,35,87860.0
2019-07-15,14.47259,1.2,0.08291535931025476,2019-08-19,15.32259,0.058731712844763764,35,45840.0
2019-07-15,14.47259,1.24,0.08567920462059658,2019-09-16,16.32259,0.12782784560330954,63,271118.0
2019-07-23,14.07259,11.0,0.7816613715030425,2019-08-19,11.57259,-0.17765031170523693,27,1100.0
2019-07-25,13.79759,11.0,0.7972406775386136,2019-08-19,11.57259,-0.1612600461384923,25,1100.0
2019-07-29,14.14509,0.8,0.0565567274580791,2019-08-19,14.57259,0.03022250123541103,21,52000.0
2019-07-29,14.14509,0.4,0.02827836372903955,2019-08-19,15.32259,0.08324443322736018,21,26000.0
2019-07-30,14.94759,1.81,0.12108975426807934,2019-08-19,14.57259,-0.02508765627101091,20,71824.0
2019-07-30,14.94759,0.59,0.0394712458663905,2019-08-19,15.32259,0.02508765627101091,20,29348.0
2019-08-06,15.84009,3.29,0.20770084008361064,2019-08-19,15.19759,-0.04056163822301515,13,2764000.0
2019-08-07,15.92759,3.49,0.21911663974273574,2019-08-19,15.19759,-0.04583242034733443,12,2422000.0
2019-08-07,15.92759,2.9,0.18207399864009557,2019-09-16,15.82259,-0.006592334433520729,40,232000.0
2019-08-07,15.92759,1.6,0.10045461993936308,2019-09-16,16.57259,0.04049576866305583,40,128000.0
2019-08-07,15.92759,3.0,0.18835241238630576,2019-08-19,15.44759,-0.030136385981808952,12,675000.0
2019-08-14,15.703085,12.43,0.7915642053774784,2019-09-16,13.208085,-0.1588859768637818,33,69608.0
2019-08-16,15.473085,2.58,0.16674115084354543,2019-09-16,15.583085,0.007109118834414806,31,89870.0
2019-08-19,16.060585,1.6,0.09962277214684273,2019-11-18,17.860585,0.1120756186651981,91,205280.0
2019-08-20,16.485585,1.18,0.07157768438305344,2019-09-16,16.458085,-0.0016681240004525078,27,94400.0
2019-08-20,16.485585,2.2,0.13344992003620132,2019-09-16,15.708085,-0.04716241492188478,27,176000.0
2019-08-22,16.910585,1.66,0.0981633692743332,2019-12-16,20.270585,0.19869212094081898,116,212978.0
2019-08-23,14.358085,0.2,0.013929434182901133,2019-09-16,16.458085,0.14625905892046184,24,20.0
2019-08-26,11.725585,0.3,0.025585077418312174,2019-09-16,16.458085,0.40360459627387457,21,30.0
2019-08-26,11.725585,0.35,0.02984925698803087,2019-09-16,16.083085,0.37162324950098435,21,112350.0
2019-08-27,13.743085,0.76,0.05530053841622896,2019-11-18,16.110585,0.1722684535531869,83,7600.0
2019-08-27,13.743085,0.3,0.021829159901143008,2019-10-21,16.208085,0.1793629305210584,55,210.0
2019-08-27,13.743085,5.0,0.36381933168571684,2019-11-18,13.110585,-0.0460231454582432,83,50000.0
2019-08-28,13.440585,0.32,0.0238084875025901,2019-09-16,16.458085,0.22450659699708012,19,32.0
2019-08-28,13.440585,2.8,0.20832426564766338,2019-09-16,13.708085,0.01990240752169642,19,280.0
2019-08-28,13.440585,1.78,0.13243471173315743,2019-09-16,14.208085,0.057103169244493455,19,13928.0
2019-08-29,14.160585,1.86,0.13135050564648285,2019-09-16,14.208085,0.003354381192584996,18,10931.0
2019-08-29,14.160585,0.98,0.06920618039438342,2019-09-16,15.458085,0.09162757047113529,18,1794.0
2019-08-29,14.160585,2.21,0.1560669986444769,2019-09-16,15.583085,0.10045488939899032,18,1363.0
2019-08-30,14.755585,3.07,0.20805681374205087,2019-09-16,14.208085,-0.03710459463315073,17,307.0
2019-08-30,14.755585,1.43,0.09691245721535269,2019-09-16,15.458085,0.04760909174390582,17,1144.0
2019-08-30,14.755585,2.0,0.1355418982032905,2019-09-16,15.583085,0.05608046038161148,17,200.0
2019-08-30,14.755585,2.29,0.1551954734427676,2019-09-16,14.958085,0.0137236171930832,17,6600.0
2019-09-02,14.810585,1.74,0.11748354302007652,2019-09-16,15.583085,0.05215864194425817,14,1596.0
2019-09-02,14.810585,2.36,0.1593454951306785,2019-10-21,15.333085,0.03527882254482188,49,236000.0
2019-09-03,14.108085,1.3,0.0921457447981069,2019-12-16,17.645585,0.2507427478640793,104,130.0
2019-09-04,14.010585,0.6,0.04282476427643813,2019-09-16,16.208085,0.15684569916245464,12,230.0
2019-09-04,14.010585,0.26,0.018557397853123193,2019-09-16,16.083085,0.14792387327153003,12,236.0
2019-09-04,14.010585,2.5,0.17843651781849224,2019-12-16,17.645585,0.2594466969080877,103,362351.0
2019-09-05,13.735585,0.28,0.02038500726397893,2019-09-16,16.083085,0.1709064448292519,11,56.0
2019-09-05,13.735585,0.42,0.03057751089596839,2019-09-16,16.208085,0.18000689450067106,11,103002.0
2019-09-06,13.310585,0.02,0.001502563561255948,2019-09-16,16.208085,0.2176838959369555,10,2.0
2019-09-06,13.310585,0.65,0.048833315740818305,2019-09-16,14.208085,0.06742753981136072,10,8675.0
2019-09-06,13.310585,1.06,0.07963586874656524,2019-10-21,15.333085,0.1519467401320078,45,106000.0
2019-09-09,12.750585,2.26,0.17724676946195017,2019-09-16,12.458085,-0.02294012392372575,7,2260.0
2019-09-09,12.750585,0.1,0.007842777409820804,2019-09-16,16.208085,0.27116402894455444,7,155.0
2019-09-09,12.750585,0.3,0.023528332229462413,2019-09-16,14.208085,0.11430848074813833,7,2430.0
2019-09-10,12.965585,0.01,0.0007712725650250258,2019-09-16,14.208085,0.09583061620435944,6,1.0
2019-09-10,12.965585,0.05,0.003856362825125129,2019-09-16,14.458085,0.11511243032998508,6,5.0
2019-09-11,13.500585,0.2,0.014814172867323899,2019-09-16,14.208085,0.05240513651815839,5,400.0
2019-09-12,13.900585,0.04,0.002877576735079855,2019-09-16,16.083085,0.15700778060779463,4,36.0
2019-09-12,13.900585,2.0,0.14387883675399274,2019-10-21,15.208085,0.09406078952792282,39,5000.0
2019-09-16,13.723085,1.74,0.12679364734678827,2019-10-21,14.458085,0.0535593855171779,35,34800.0
