date,stock_price,premium,premium_protection,strike_price,strike_margin,hist_volatility,implied_volatility,volatility_margin,last_100_days_moving_average,stock_price_moving_average_ratio,last_30_days_return,last_30_days_max_price_intraday,cc_next_month_return,next_month_buy_and_hold_return,cc_better_than_buy_and_hold,cc_better_than_buy_and_hold_amount
2019-01-21,92.64,2.44,0.02633851468048359,92.0,-0.0069084628670120956,0.2169781887626403,0.1811965913627768,0.8350912706760301,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.01943005181347147,0.0036701208981002095,True,0.015759930915371263
2019-01-21,92.64,1.23,0.01327720207253886,100.0,0.07944732297063903,0.2169781887626403,0.18568306741938387,0.8557683538528786,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,-0.017271157167530162,-0.030548359240069066,True,0.013277202072538904
2019-01-21,92.64,1.68,0.018134715025906734,96.0,0.03626943005181347,0.2169781887626403,0.1856112049843752,0.8554371572684732,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.054404145077720276,0.040371329879101844,True,0.014032815198618431
2019-01-21,92.64,1.47,0.015867875647668395,96.5,0.04166666666666666,0.2169781887626403,0.18229927260986706,0.8401732618815909,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.056239205526770225,0.040371329879101844,True,0.01586787564766838
2019-01-21,92.64,1.14,0.012305699481865284,95.0,0.025474956822107073,0.2169781887626403,0.18783505547470739,0.8656863463828912,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.0159758203799655,0.0036701208981002095,True,0.012305699481865292
2019-01-21,92.64,1.49,0.016083765112262522,94.0,0.014680483592400685,0.2169781887626403,0.18533530552852864,0.8541656033974601,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.019753886010362674,0.0036701208981002095,True,0.016083765112262463
2019-01-21,92.64,1.96,0.021157167530224525,93.0,0.0038860103626942944,0.2169781887626403,0.18689302580872563,0.8613447594641606,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.024827288428324667,0.0036701208981002095,True,0.02115716753022446
2019-01-21,92.64,1.5,0.016191709844559584,103.0,0.1118307426597582,0.2169781887626403,0.20253157688013387,0.9334190594691061,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,-0.024935233160621784,-0.04112694300518137,True,0.016191709844559584
2019-01-21,92.64,1.68,0.018134715025906734,98.0,0.057858376511226245,0.2169781887626403,0.18102121668417984,0.8342830111933739,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,-0.012413644214162257,-0.030548359240069066,True,0.018134715025906807
2019-01-21,92.64,3.0,0.03238341968911917,97.0,0.04706390328151985,0.2169781887626403,0.19056590328310216,0.8782721635286973,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,-0.0087435233160622,-0.04112694300518137,True,0.03238341968911917
2019-01-21,92.64,3.05,0.03292314335060449,93.0,0.0038860103626942944,0.2169781887626403,0.19175743936736986,0.8837636651909734,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.03680915371329875,0.040371329879101844,False,-0.0035621761658030937
2019-01-21,92.64,4.18,0.04512089810017271,91.0,-0.017702936096718486,0.2169781887626403,0.1913329455350237,0.8818072757733691,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.0274179620034543,0.040371329879101844,False,-0.012953367875647544
2019-01-21,92.64,3.45,0.03724093264248705,90.0,-0.028497409326424878,0.2169781887626403,0.13944412288906238,0.6426642405131557,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.0087435233160622,0.0036701208981002095,True,0.005073402417961991
2019-01-21,92.64,4.56,0.049222797927461134,89.0,-0.039291882556131266,0.2169781887626403,0.18487810276068933,0.8520584664061956,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.009930915371329898,0.0036701208981002095,True,0.006260794473229688
2019-01-21,92.64,5.49,0.059261658031088085,88.0,-0.05008635578583766,0.2169781887626403,0.20270699936337885,0.9342275392718243,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.00917530224525037,0.0036701208981002095,True,0.005505181347150161
2019-01-21,92.64,1.88,0.020293609671848012,95.0,0.025474956822107073,0.2169781887626403,0.17358322319401662,0.8000030979330605,84.85666666666667,1.0917232981105394,0.12399902936180537,93.0,0.04576856649395504,0.040371329879101844,True,0.005397236614853196
