date,stock_price,premium,premium_protection,strike_price,strike_margin,hist_volatility,implied_volatility,volatility_margin,last_100_days_moving_average,stock_price_moving_average_ratio,last_30_days_return,last_30_days_max_price_intraday,cc_next_month_return,next_month_buy_and_hold_return,cc_better_than_buy_and_hold,cc_better_than_buy_and_hold_amount
2019-01-21,18.502,0.08,0.0043238568803372615,20.502,0.10809642200843153,0.2936550334162505,0.28558051662189354,0.9725033938617648,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,0.014593016971138233,0.010269160090801064,True,0.004323856880337169
2019-01-21,18.502,1.47,0.07945087017619717,17.252,-0.0675602637552697,0.2936550334162505,0.2901088945536011,0.9879241339016219,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,0.011890606420927407,0.010269160090801064,True,0.0016214463301263433
2019-01-21,18.502,1.12,0.06053399632472166,18.002,-0.027024105502107883,0.2936550334162505,0.25840851287182476,0.8799730413799363,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,0.023240730731812764,-0.03729326559290894,True,0.06053399632472171
2019-01-21,18.502,0.27,0.014593016971138257,20.002,0.08107231650632364,0.2936550334162505,0.25019183189909433,0.851992315569991,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,-0.022700248621770714,-0.03729326559290894,True,0.01459301697113823
2019-01-21,18.502,0.38,0.02053832018160199,19.502,0.054048211004215765,0.2936550334162505,0.24141214720008997,0.822094361508501,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,-0.01675494541130701,-0.03729326559290894,True,0.020538320181601934
2019-01-21,18.502,0.8,0.043238568803372616,20.322,0.0983677440276727,0.2936550334162505,0.2497508423074141,0.8504905889128656,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,0.05675062155442659,0.013512052751053941,True,0.04323856880337265
2019-01-21,18.502,0.25,0.013512052751053941,19.502,0.054048211004215765,0.2936550334162505,0.284880379492778,0.9701191775213518,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,0.023781212841855005,0.010269160090801064,True,0.013512052751053941
2019-01-21,18.502,0.74,0.03999567614311966,18.502,0.0,0.2936550334162505,0.2244730177854709,0.7644105914823011,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,0.0027024105502106346,-0.03729326559290894,True,0.03999567614311958
2019-01-21,18.502,0.41,0.022159766511728463,19.002,0.027024105502107883,0.2936550334162505,0.28619227318162027,0.9745866428788507,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,0.03242892660252954,0.010269160090801064,True,0.022159766511728473
2019-01-21,18.502,0.64,0.03459085504269809,18.502,0.0,0.2936550334162505,0.29119030459312534,0.9916067203260519,16.65536507936508,1.1108732778798576,0.17757128309572284,18.0,0.03459085504269812,0.010269160090801064,True,0.024321694951897056
