date,premium,current_stock_price,premium_protection,strike_price,strike_margin,hist_volatility,implied_volatility,volatility_margin,last_30_days_return,cc_next_month_return,next_month_buy_and_hold_return,cc_better_than_buy_and_hold
2019-01-21,0.07,26.307836,0.002660804180168981,37.02783599999999,0.407483154448735,0.4145994948499304,0.4581828354119263,1.1051215476704124,0.2145815327793168,0.12467768158506072,0.12201687740489173,True
2019-01-21,0.01,26.307836,0.000380114882881283,38.02783599999999,0.4454946427368633,0.4145994948499304,0.5250780683082433,1.2664705935020544,0.2145815327793168,0.04713424547727903,0.04675413059439768,True
2019-01-21,0.03,26.307836,0.0011403446486438489,35.02783599999999,0.33146017787247845,0.4145994948499304,0.49341702456374065,1.1901052236986909,0.2145815327793168,0.04789447524304158,0.04675413059439768,True
2019-01-21,0.84,26.307836,0.03192965016202777,28.027836,0.06537975985558063,0.4145994948499304,0.3435596626949654,0.8286543205252125,0.2145815327793168,0.09730941001760839,0.12201687740489173,False
2019-01-21,0.12,26.307836,0.0045613785945753955,33.02783599999999,0.2554372012962218,0.4145994948499304,0.3673575775002752,0.8860540884962848,0.2145815327793168,0.12657825599946715,0.12201687740489173,True
2019-01-21,0.34,26.307836,0.01292390601796362,28.277836,0.0748826319276127,0.4145994948499304,0.33270615160192596,0.8024760177827839,0.2145815327793168,0.0596780366123613,0.04675413059439768,True
2019-01-21,0.01,26.307836,0.000380114882881283,37.02783599999999,0.407483154448735,0.4145994948499304,0.4940319358610475,1.191588369011083,0.2145815327793168,0.04713424547727903,0.04675413059439768,True
2019-01-21,1.02,26.307836,0.03877171805389086,27.277836,0.036871143639484405,0.4145994948499304,0.32248946742872076,0.7778337200952209,0.2145815327793168,0.07564286169337525,0.12201687740489173,False
2019-01-21,0.21,26.307836,0.007982412540506943,32.277836,0.22692858508012587,0.4145994948499304,0.38874753523823535,0.9376459452246739,0.2145815327793168,0.1299992899453987,0.12201687740489173,True
2019-01-21,0.15,26.307836,0.005701723243219244,30.027836,0.1414027364318372,0.4145994948499304,0.3717239141473004,0.8965855452425252,0.2145815327793168,0.052455853837616875,0.04675413059439768,True
2019-01-21,0.68,26.307836,0.02584781203592724,28.527836,0.08438550399964477,0.4145994948499304,0.3401737139523001,0.8204875263425739,0.2145815327793168,0.110233316035572,0.12201687740489173,False
2019-01-21,0.72,26.307836,0.027368271567452373,27.027836,0.027368271567452328,0.4145994948499304,0.33559593777415375,0.8094460845776645,0.2145815327793168,0.054736543134904656,0.04675413059439768,True
2019-01-21,0.06,26.307836,0.0022806892972876977,38.02783599999999,0.4454946427368633,0.4145994948499304,0.4748301681881283,1.1452743529270317,0.2145815327793168,0.12429756670217937,0.12201687740489173,True
2019-01-21,0.25,26.307836,0.009502872072032074,29.027836,0.10339124814370892,0.4145994948499304,0.35618717330117017,0.8591114502686422,0.2145815327793168,0.05625700266642976,0.04675413059439768,True
2019-01-21,0.3,26.307836,0.011403446486438488,33.27783599999999,0.2649400733682539,0.4145994948499304,0.3820390052242001,0.921465197063214,0.2145815327793168,0.02660804180168978,0.015204595315251264,True
2019-01-21,0.05,26.307836,0.001900574414406415,33.27783599999999,0.2649400733682539,0.4145994948499304,0.4554345780450087,1.0984928435811507,0.2145815327793168,0.048654705008804124,0.04675413059439768,True
2019-01-21,0.29,26.307836,0.011023331603557205,31.027836,0.17941422471996551,0.4145994948499304,0.36639995509795864,0.8837443355558882,0.2145815327793168,0.1330402090084489,0.12201687740489173,True
2019-01-21,0.9,26.307836,0.03421033945931547,27.777836,0.05587688778354855,0.4145994948499304,0.337908354296918,0.8150235552487305,0.2145815327793168,0.09008722724286396,0.12201687740489173,False
2019-01-21,0.06,26.307836,0.0022806892972876977,32.027836,0.2174257130080938,0.4145994948499304,0.4077304597872001,0.9834321190738144,0.2145815327793168,0.04903481989168533,0.04675413059439768,True
2019-01-21,0.52,26.307836,0.019765973909826713,27.527836,0.046374015711516475,0.4145994948499304,0.32617771334535395,0.7867296448670738,0.2145815327793168,0.06613998962134317,0.04675413059439768,True
2019-01-21,2.08,26.307836,0.07906389563930685,24.527836,-0.06766044915286841,0.4145994948499304,0.28321638815506467,0.6831083772969344,0.2145815327793168,0.01140344648643838,0.04675413059439768,False
2019-01-21,0.1,26.307836,0.00380114882881283,35.02783599999999,0.33146017787247845,0.4145994948499304,0.42417511340633796,1.0230960690385635,0.2145815327793168,0.1258180262337046,0.12201687740489173,True
2019-01-21,0.09,26.307836,0.0034210339459315466,31.527836,0.19841996886402966,0.4145994948499304,0.4151047347778711,1.0012186216679388,0.2145815327793168,0.05017516454032923,0.04675413059439768,True
2019-01-21,2.0,26.307836,0.07602297657625659,26.027836,-0.010643216720675966,0.4145994948499304,0.33198934106863354,0.800747094949552,0.2145815327793168,0.06537975985558063,0.015204595315251264,True
2019-01-21,1.94,26.307836,0.0737422872789689,29.027836,0.10339124814370892,0.4145994948499304,0.3686300387720447,0.8891232221724608,0.2145815327793168,0.17713353542267787,0.10469857726040244,True
2019-01-21,0.78,26.307836,0.02964896086474007,28.277836,0.0748826319276127,0.4145994948499304,0.3478987732559878,0.839120108870162,0.2145815327793168,0.10453159279235281,0.12201687740489173,False
2019-01-21,3.7,26.307836,0.1406425066660747,22.777836,-0.13418055365709292,0.4145994948499304,0.34339692872344146,0.8282618116737899,0.2145815327793168,0.00646195300898174,0.04675413059439768,False
2019-01-21,0.14,26.307836,0.005321608360337962,34.02783599999999,0.2934486895843501,0.4145994948499304,0.41876564351591883,1.010048610086938,0.2145815327793168,0.12733848576522971,0.12201687740489173,True
