data_pregao,cod_negociacao,tipo_mercado,preco_abertura,preco_ultimo_negocio,volume_total_negociado,preco_exercicio,data_vencimento
2018-01-02,BOVAA69,70,5.98,6.35,37354.0,69.0,2018-01-15
2018-01-02,BOVAB76,70,1.57,1.92,43397.0,76.0,2018-02-19
2018-01-02,BOVAB75,70,2.01,2.43,21491.8,75.0,2018-02-19
2018-01-02,BOVAB74,70,2.65,2.98,19741.0,74.0,2018-02-19
2018-01-02,BOVAB72,70,4.28,4.42,83152.0,72.0,2018-02-19
2018-01-02,BOVAA76,70,0.5,0.65,2416.3,76.0,2018-01-15
2018-01-02,BOVAB73,70,3.29,3.75,65695.0,73.0,2018-02-19
2018-01-02,BOVAA74,70,1.19,1.75,65164.6,74.0,2018-01-15
2018-01-02,BOVAA73,70,1.88,2.43,57330.0,73.0,2018-01-15
2018-01-02,BOVAA72,70,2.95,3.2,7112.5,72.0,2018-01-15
2018-01-02,BOVAA71,70,4.09,4.09,3272.0,71.0,2018-01-15
2018-01-02,BOVAA70,70,5.14,5.32,45254.0,70.0,2018-01-15
2018-01-02,BOVAA75,70,0.85,1.11,9895.0,75.0,2018-01-15
2018-01-03,BOVAB28,70,1.14,0.73,1094.0,78.0,2018-02-19
2018-01-03,BOVAB76,70,2.05,2.03,26792.0,76.0,2018-02-19
2018-01-03,BOVAB75,70,2.58,2.63,34509.0,75.0,2018-02-19
2018-01-03,BOVAB72,70,4.63,4.63,7408.0,72.0,2018-02-19
2018-01-03,BOVAB37,70,1.65,1.65,5775.0,77.0,2018-02-19
2018-01-03,BOVAA81,70,0.02,0.02,211.0,81.0,2018-01-15
2018-01-03,BOVAB74,70,3.26,3.15,122230.0,74.0,2018-02-19
2018-01-03,BOVAA76,70,0.71,0.67,1868.0,76.0,2018-01-15
2018-01-03,BOVAA75,70,1.22,1.19,15317.0,75.0,2018-01-15
2018-01-03,BOVAA74,70,1.84,1.83,59347.0,74.0,2018-01-15
2018-01-03,BOVAA73,70,2.75,2.82,19297.0,73.0,2018-01-15
2018-01-03,BOVAA70,70,5.61,5.61,10659.0,70.0,2018-01-15
2018-01-03,BOVAA79,70,0.06,0.06,633.0,79.0,2018-01-15
2018-01-04,BOVAL87,70,4.56,4.56,7752.0,87.0,2018-12-17
2018-01-04,BOVAC80,70,1.62,1.62,648.0,80.0,2018-03-19
2018-01-04,BOVAB76,70,2.38,2.35,47904.0,76.0,2018-02-19
2018-01-04,BOVAB75,70,2.74,2.74,9590.0,75.0,2018-02-19
2018-01-04,BOVAB74,70,3.63,3.5,127765.0,74.0,2018-02-19
2018-01-04,BOVAB73,70,4.38,4.38,17958.0,73.0,2018-02-19
2018-01-04,BOVAB37,70,1.83,1.83,6405.0,77.0,2018-02-19
2018-01-04,BOVAB28,70,1.3,1.45,11994.5,78.0,2018-02-19
2018-01-04,BOVAA78,70,0.19,0.19,1963.3,78.0,2018-01-15
2018-01-04,BOVAA76,70,0.9,0.99,21470.0,76.0,2018-01-15
2018-01-04,BOVAA75,70,1.4,1.58,35755.0,75.0,2018-01-15
2018-01-04,BOVAA74,70,2.18,2.1,64600.8,74.0,2018-01-15
2018-01-04,BOVAA73,70,3.2,3.33,18760.0,73.0,2018-01-15
2018-01-04,BOVAA71,70,5.15,5.15,5150.0,71.0,2018-01-15
2018-01-04,BOVAA70,70,6.0,6.5,7400.0,70.0,2018-01-15
2018-01-04,BOVAA77,70,0.42,0.43,7574.0,77.0,2018-01-15
2018-01-05,BOVAB28,70,1.34,1.42,14701.0,78.0,2018-02-19
2018-01-05,BOVAB76,70,2.23,2.34,41732.0,76.0,2018-02-19
2018-01-05,BOVAB75,70,2.68,3.01,16446.9,75.0,2018-02-19
2018-01-05,BOVAB73,70,4.2,4.3,109280.0,73.0,2018-02-19
2018-01-05,BOVAB37,70,1.63,1.82,11949.0,77.0,2018-02-19
2018-01-05,BOVAA78,70,0.22,0.18,2022.0,78.0,2018-01-15
2018-01-05,BOVAB74,70,3.36,3.36,1377.6,74.0,2018-02-19
2018-01-05,BOVAA76,70,0.73,0.88,21110.0,76.0,2018-01-15
2018-01-05,BOVAA75,70,1.6,1.53,48380.0,75.0,2018-01-15
2018-01-05,BOVAA74,70,2.1,2.38,39036.0,74.0,2018-01-15
2018-01-05,BOVAA73,70,3.09,3.1,77450.0,73.0,2018-01-15
2018-01-05,BOVAA77,70,0.4,0.46,11200.0,77.0,2018-01-15
2018-01-05,BOVAA72,70,3.78,3.78,756.0,72.0,2018-01-15
2018-01-05,BOVAA71,70,5.36,5.36,10720.0,71.0,2018-01-15
2018-01-08,BOVAB79,70,0.98,0.98,98.0,79.0,2018-02-19
2018-01-08,BOVAB76,70,2.37,2.38,16468.5,76.0,2018-02-19
2018-01-08,BOVAB75,70,2.94,2.91,127630.0,75.0,2018-02-19
2018-01-08,BOVAB28,70,1.29,1.29,4515.0,78.0,2018-02-19
2018-01-08,BOVAA78,70,0.15,0.16,2300.0,78.0,2018-01-15
2018-01-08,BOVAA76,70,0.94,0.94,3290.0,76.0,2018-01-15
2018-01-08,BOVAA75,70,1.56,1.56,5460.0,75.0,2018-01-15
2018-01-08,BOVAA73,70,3.49,3.49,1745.0,73.0,2018-01-15
2018-01-08,BOVAA70,70,6.5,6.61,45690.0,70.0,2018-01-15
2018-01-08,BOVAA77,70,0.47,0.47,2350.0,77.0,2018-01-15
2018-01-09,BOVAB79,70,1.09,1.01,816.0,79.0,2018-02-19
2018-01-09,BOVAC79,70,1.77,1.77,6903.0,79.0,2018-03-19
2018-01-09,BOVAC78,70,2.2,2.2,220.0,78.0,2018-03-19
2018-01-09,BOVAC77,70,2.69,2.69,269.0,77.0,2018-03-19
2018-01-09,BOVAB76,70,2.5,2.45,38102.0,76.0,2018-02-19
2018-01-09,BOVAA77,70,0.36,0.36,10800.0,77.0,2018-01-15
2018-01-09,BOVAB74,70,3.77,3.77,2639.0,74.0,2018-02-19
2018-01-09,BOVAB37,70,1.94,1.89,15470.0,77.0,2018-02-19
2018-01-09,BOVAB28,70,1.45,1.4,74862.0,78.0,2018-02-19
2018-01-09,BOVAA73,70,3.94,3.94,1970.0,73.0,2018-01-15
2018-01-09,BOVAB75,70,3.07,3.07,10745.0,75.0,2018-02-19
2018-01-10,BOVAB75,70,2.65,2.59,59512.0,75.0,2018-02-19
2018-01-10,BOVAD77,70,3.28,3.29,476229.0,77.0,2018-04-16
2018-01-10,BOVAC79,70,1.66,1.6,12042.0,79.0,2018-03-19
2018-01-10,BOVAC785,70,1.6,1.6,160.0,78.5,2018-03-19
2018-01-10,BOVAC78,70,2.05,1.98,16805.0,78.0,2018-03-19
2018-01-10,BOVAC77,70,2.52,2.39,25795.0,77.0,2018-03-19
2018-01-10,BOVAC36,70,3.04,2.91,133350.0,76.0,2018-03-19
2018-01-10,BOVAB79,70,0.98,0.94,7068.0,79.0,2018-02-19
2018-01-10,BOVAB76,70,2.06,2.01,20917.0,76.0,2018-02-19
2018-01-10,BOVAB74,70,3.41,3.24,66986.0,74.0,2018-02-19
2018-01-10,BOVAA69,70,6.8,6.8,2040.0,69.0,2018-01-15
2018-01-10,BOVAB28,70,1.18,1.18,2950.0,78.0,2018-02-19
2018-01-10,BOVAA77,70,0.12,0.12,84.0,77.0,2018-01-15
2018-01-10,BOVAA76,70,0.41,0.38,3366.0,76.0,2018-01-15
2018-01-10,BOVAA75,70,1.04,1.04,5200.0,75.0,2018-01-15
2018-01-10,BOVAA74,70,1.82,1.95,741.0,74.0,2018-01-15
2018-01-10,BOVAA73,70,2.81,2.81,19670.0,73.0,2018-01-15
2018-01-10,BOVAA72,70,3.91,3.75,48790.0,72.0,2018-01-15
2018-01-10,BOVAA71,70,4.9,4.74,26790.0,71.0,2018-01-15
2018-01-10,BOVAA70,70,5.9,5.64,29180.0,70.0,2018-01-15
2018-01-10,BOVAB37,70,1.58,1.58,5530.0,77.0,2018-02-19
2018-01-11,BOVAB79,70,0.92,1.15,3407.5,79.0,2018-02-19
2018-01-11,BOVAC36,70,3.01,3.47,129150.0,76.0,2018-03-19
2018-01-11,BOVAC73,70,5.07,5.07,5070.0,73.0,2018-03-19
2018-01-11,BOVAB75,70,2.74,3.16,2350.0,75.0,2018-02-19
2018-01-11,BOVAC77,70,2.64,2.86,38500.0,77.0,2018-03-19
2018-01-11,BOVAC78,70,2.17,2.36,31675.0,78.0,2018-03-19
2018-01-11,BOVAC79,70,1.66,1.94,54415.0,79.0,2018-03-19
2018-01-11,BOVAC75,70,3.63,4.08,561974.3,75.0,2018-03-19
2018-01-11,BOVAB74,70,3.36,3.36,6048.0,74.0,2018-02-19
2018-01-11,BOVAB76,70,2.12,2.45,126332.0,76.0,2018-02-19
2018-01-11,BOVAA87,70,3.62,3.62,14118.0,87.0,2019-01-21
2018-01-11,BOVAA31,70,4.8,4.8,4800.0,71.5,2018-01-15
2018-01-11,BOVAA73,70,2.8,3.01,7140.0,73.0,2018-01-15
2018-01-11,BOVAA74,70,1.81,2.41,7989.0,74.0,2018-01-15
2018-01-11,BOVAA26,70,0.15,0.15,585.0,76.5,2018-01-15
2018-01-11,BOVAA76,70,0.31,0.54,429.0,76.0,2018-01-15
2018-01-11,BOVAA77,70,0.1,0.1,150.0,77.0,2018-01-15
2018-01-11,BOVAB28,70,1.18,1.34,5797.4,78.0,2018-02-19
2018-01-11,BOVAA75,70,1.05,1.34,5182.0,75.0,2018-01-15
2018-01-12,BOVAB75,70,2.95,3.17,23595.5,75.0,2018-02-19
2018-01-12,BOVAC79,70,1.83,1.95,46150.0,79.0,2018-03-19
2018-01-12,BOVAC78,70,2.37,2.37,8295.0,78.0,2018-03-19
2018-01-12,BOVAC77,70,2.84,2.8,33810.0,77.0,2018-03-19
2018-01-12,BOVAC75,70,3.91,4.09,248009.1,75.0,2018-03-19
2018-01-12,BOVAC36,70,3.34,3.39,54470.0,76.0,2018-03-19
2018-01-12,BOVAB79,70,1.19,1.1,700.0,79.0,2018-02-19
2018-01-12,BOVAB76,70,2.7,2.53,5463.3,76.0,2018-02-19
2018-01-12,BOVAB73,70,4.5,4.5,45.0,73.0,2018-02-19
2018-01-12,BOVAA77,70,0.05,0.07,1966.0,77.0,2018-01-15
2018-01-12,BOVAA76,70,0.49,0.61,30572.3,76.0,2018-01-15
2018-01-12,BOVAA75,70,1.33,1.31,30835.0,75.0,2018-01-15
2018-01-12,BOVAA74,70,2.41,2.37,91692.0,74.0,2018-01-15
2018-01-12,BOVAA73,70,3.65,3.34,119280.0,73.0,2018-01-15
2018-01-12,BOVAA71,70,5.55,5.55,5550.0,71.0,2018-01-15
2018-01-12,BOVAA70,70,6.45,6.4,6445.0,70.0,2018-01-15
2018-01-12,BOVAA68,70,8.52,8.52,11928.0,68.0,2018-01-15
2018-01-12,BOVAB37,70,1.98,2.0,35056.0,77.0,2018-02-19
2018-01-15,BOVAC77,70,3.09,3.15,22896.0,77.0,2018-03-19
2018-01-15,BOVAC83,70,0.83,0.83,249000.0,83.0,2018-03-19
2018-01-15,BOVAC80,70,1.7,1.7,680.0,80.0,2018-03-19
2018-01-15,BOVAC79,70,2.15,2.15,16985.0,79.0,2018-03-19
2018-01-15,BOVAC78,70,2.57,2.6,12375.0,78.0,2018-03-19
2018-01-15,BOVAC75,70,4.33,4.44,49017.0,75.0,2018-03-19
2018-01-15,BOVAB69,70,8.35,8.35,8350.0,69.0,2018-02-19
2018-01-15,BOVAB79,70,1.34,1.24,2592.9,79.0,2018-02-19
2018-01-15,BOVAB76,70,2.84,2.8,46967.0,76.0,2018-02-19
2018-01-15,BOVAB75,70,3.46,3.39,47810.0,75.0,2018-02-19
2018-01-15,BOVAB37,70,2.21,2.14,156897.0,77.0,2018-02-19
2018-01-15,BOVAB28,70,1.7,1.66,11760.0,78.0,2018-02-19
2018-01-15,BOVAC36,70,3.68,3.7,38780.0,76.0,2018-03-19
2018-01-16,BOVAE94,70,0.4,0.4,1720.0,94.0,2018-05-21
2018-01-16,BOVAE935,70,0.5,0.6,1100.0,93.5,2018-05-21
2018-01-16,BOVAE825,70,2.2,2.3,14220.0,82.5,2018-05-21
2018-01-16,BOVAC80,70,1.94,1.91,11565.0,80.0,2018-03-19
2018-01-16,BOVAC79,70,2.37,2.34,6584.0,79.0,2018-03-19
2018-01-16,BOVAC78,70,2.73,2.73,9555.0,78.0,2018-03-19
2018-01-16,BOVAC77,70,3.25,3.42,23345.0,77.0,2018-03-19
2018-01-16,BOVAC36,70,3.86,3.99,40775.0,76.0,2018-03-19
2018-01-16,BOVAB79,70,1.29,1.4,25161.0,79.0,2018-02-19
2018-01-16,BOVAB76,70,2.88,2.81,32381.0,76.0,2018-02-19
2018-01-16,BOVAB75,70,3.84,3.61,6814.0,75.0,2018-02-19
2018-01-16,BOVAB37,70,2.26,2.2,15798.0,77.0,2018-02-19
2018-01-16,BOVAB28,70,1.87,1.9,10771.0,78.0,2018-02-19
2018-01-16,BOVAB80,70,0.97,0.9,19425.0,80.0,2018-02-19
2018-01-17,BOVAC75,70,5.29,5.29,52.9,75.0,2018-03-19
2018-01-17,BOVAC80,70,1.94,2.24,21142.0,80.0,2018-03-19
2018-01-17,BOVAC81,70,1.6,1.6,640.0,81.0,2018-03-19
2018-01-17,BOVAC78,70,2.85,2.85,57000.0,78.0,2018-03-19
2018-01-17,BOVAC77,70,3.19,3.19,11165.0,77.0,2018-03-19
2018-01-17,BOVAC36,70,3.8,3.8,26600.0,76.0,2018-03-19
2018-01-17,BOVAB37,70,2.41,2.41,241.0,77.0,2018-02-19
2018-01-17,BOVAB79,70,1.43,1.8,45539.0,79.0,2018-02-19
2018-01-17,BOVAB76,70,2.86,3.66,108793.5,76.0,2018-02-19
2018-01-17,BOVAB74,70,5.15,5.11,12799.0,74.0,2018-02-19
2018-01-17,BOVAB28,70,1.91,2.3,75530.0,78.0,2018-02-19
2018-01-17,BOVAB80,70,1.0,1.42,42172.0,80.0,2018-02-19
2018-01-18,BOVAE955,70,0.5,0.5,500.0,95.5,2018-05-21
2018-01-18,BOVAE83,70,2.4,2.4,2400.0,83.0,2018-05-21
2018-01-18,BOVAC81,70,1.92,1.75,13990.0,81.0,2018-03-19
2018-01-18,BOVAC80,70,2.35,2.17,12124.0,80.0,2018-03-19
2018-01-18,BOVAC79,70,2.85,2.64,10001.4,79.0,2018-03-19
2018-01-18,BOVAC78,70,3.38,3.28,35210.0,78.0,2018-03-19
2018-01-18,BOVAC77,70,3.93,3.73,125125.0,77.0,2018-03-19
2018-01-18,BOVAB80,70,1.19,1.29,10017.0,80.0,2018-02-19
2018-01-18,BOVAB76,70,3.54,3.61,6574.8,76.0,2018-02-19
2018-01-18,BOVAB75,70,4.46,4.0,2876.0,75.0,2018-02-19
2018-01-18,BOVAB74,70,5.07,5.07,4563.0,74.0,2018-02-19
2018-01-18,BOVAB37,70,3.06,2.85,55860.0,77.0,2018-02-19
2018-01-18,BOVAB28,70,2.46,2.26,33433.0,78.0,2018-02-19
2018-01-18,BOVAB13,70,1.01,0.93,11817.0,81.0,2018-02-19
2018-01-18,BOVAB79,70,1.94,1.7,34017.0,79.0,2018-02-19
2018-01-19,BOVAC84,70,0.91,0.91,227500.0,84.0,2018-03-19
2018-01-19,BOVAC81,70,1.79,1.61,15903.0,81.0,2018-03-19
2018-01-19,BOVAC80,70,2.17,2.17,7595.0,80.0,2018-03-19
2018-01-19,BOVAC79,70,2.72,2.68,31976.0,79.0,2018-03-19
2018-01-19,BOVAC78,70,3.41,3.23,45640.0,78.0,2018-03-19
2018-01-19,BOVAC77,70,4.04,3.89,95550.0,77.0,2018-03-19
2018-01-19,BOVAB79,70,1.93,1.87,14128.0,79.0,2018-02-19
2018-01-19,BOVAB80,70,1.44,1.44,5040.0,80.0,2018-02-19
2018-01-19,BOVAB76,70,3.61,3.75,4723.0,76.0,2018-02-19
2018-01-19,BOVAB37,70,3.13,3.06,44739.0,77.0,2018-02-19
2018-01-19,BOVAB28,70,2.53,2.39,24842.9,78.0,2018-02-19
2018-01-19,BOVAB13,70,1.04,1.04,3640.0,81.0,2018-02-19
2018-01-19,BOVAC75,70,5.03,5.03,25200.3,75.0,2018-03-19
2018-01-22,BOVAC81,70,1.65,1.69,2849.0,81.0,2018-03-19
2018-01-22,BOVAC80,70,2.04,2.05,7550.0,80.0,2018-03-19
2018-01-22,BOVAC79,70,2.55,2.55,8925.0,79.0,2018-03-19
2018-01-22,BOVAC78,70,3.21,3.07,86110.0,78.0,2018-03-19
2018-01-22,BOVAC77,70,3.83,3.72,26425.0,77.0,2018-03-19
2018-01-22,BOVAB79,70,1.68,1.68,5880.0,79.0,2018-02-19
2018-01-22,BOVAB37,70,3.06,3.0,22435.0,77.0,2018-02-19
2018-01-22,BOVAB28,70,2.41,2.31,46706.1,78.0,2018-02-19
2018-01-22,BOVAB13,70,0.99,0.99,396.0,81.0,2018-02-19
2018-01-22,BOVAB80,70,1.25,1.3,3910.0,80.0,2018-02-19
2018-01-23,BOVAB83,70,0.2,0.21,195.6,83.0,2018-02-19
2018-01-23,BOVAF85,70,2.1,2.1,1470.0,85.0,2018-06-18
2018-01-23,BOVAF100,70,0.3,0.3,210.0,100.0,2018-06-18
2018-01-23,BOVAC81,70,1.42,1.49,876.0,81.0,2018-03-19
2018-01-23,BOVAC78,70,3.04,2.73,86005.0,78.0,2018-03-19
2018-01-23,BOVAC77,70,3.33,3.33,11655.0,77.0,2018-03-19
2018-01-23,BOVAB80,70,1.12,1.02,5520.0,80.0,2018-02-19
2018-01-23,BOVAD825,70,1.54,1.54,415.8,82.5,2018-04-16
2018-01-23,BOVAB76,70,3.61,3.36,31757.0,76.0,2018-02-19
2018-01-23,BOVAB75,70,3.9,3.9,390.0,75.0,2018-02-19
2018-01-23,BOVAB74,70,4.8,4.86,39484.0,74.0,2018-02-19
2018-01-23,BOVAB37,70,2.71,2.52,18305.0,77.0,2018-02-19
2018-01-23,BOVAB79,70,1.51,1.44,3629.4,79.0,2018-02-19
2018-01-23,BOVAB28,70,2.31,1.94,48981.3,78.0,2018-02-19
2018-01-23,BOVAB13,70,0.7,0.67,4460.0,81.0,2018-02-19
2018-01-24,BOVAC81,70,1.71,2.23,2470.0,81.0,2018-03-19
2018-01-24,BOVAC80,70,2.7,2.7,270.0,80.0,2018-03-19
2018-01-24,BOVAC79,70,2.56,3.05,7293.0,79.0,2018-03-19
2018-01-24,BOVAC77,70,4.02,4.02,804.0,77.0,2018-03-19
2018-01-24,BOVAB83,70,0.59,0.6,95.0,83.0,2018-02-19
2018-01-24,BOVAB80,70,1.3,2.05,26306.6,80.0,2018-02-19
2018-01-24,BOVAB79,70,1.89,2.33,75702.0,79.0,2018-02-19
2018-01-24,BOVAB76,70,4.36,4.31,130.3,76.0,2018-02-19
2018-01-24,BOVAB75,70,6.0,6.0,1200.0,75.0,2018-02-19
2018-01-24,BOVAB74,70,5.83,5.9,23547.0,74.0,2018-02-19
2018-01-24,BOVAB37,70,3.28,4.34,16141.2,77.0,2018-02-19
2018-01-24,BOVAB28,70,2.25,3.5,23954.0,78.0,2018-02-19
2018-01-24,BOVAB13,70,1.23,1.02,14250.0,81.0,2018-02-19
2018-01-26,BOVAC83,70,1.57,2.14,10998.0,83.0,2018-03-19
2018-01-26,BOVAC82,70,2.19,2.6,16765.0,82.0,2018-03-19
2018-01-26,BOVAC81,70,2.68,3.15,20405.0,81.0,2018-03-19
2018-01-26,BOVAC80,70,3.35,3.82,56340.0,80.0,2018-03-19
2018-01-26,BOVAC79,70,4.01,4.61,187949.0,79.0,2018-03-19
2018-01-26,BOVAC75,70,8.3,8.3,12450.0,75.0,2018-03-19
2018-01-26,BOVAB83,70,0.78,1.23,21421.8,83.0,2018-02-19
2018-01-26,BOVAB82,70,1.56,1.55,6376.6,82.0,2018-02-19
2018-01-26,BOVAB79,70,3.29,3.92,29860.8,79.0,2018-02-19
2018-01-26,BOVAB74,70,8.52,8.55,27285.0,74.0,2018-02-19
2018-01-26,BOVAB37,70,4.95,5.71,7170.0,77.0,2018-02-19
2018-01-26,BOVAB29,70,2.75,2.75,55000.0,79.5,2018-02-19
2018-01-26,BOVAB28,70,3.73,4.85,18148.2,78.0,2018-02-19
2018-01-26,BOVAB13,70,2.18,2.23,17269.0,81.0,2018-02-19
2018-01-26,BOVAB11,70,1.75,1.75,35000.0,81.5,2018-02-19
2018-01-26,BOVAB80,70,2.5,3.19,26460.0,80.0,2018-02-19
2018-01-29,BOVAB76,70,6.7,6.18,139270.6,76.0,2018-02-19
2018-01-29,BOVAC84,70,1.5,1.52,23160.4,84.0,2018-03-19
2018-01-29,BOVAC83,70,2.05,2.05,8200.0,83.0,2018-03-19
2018-01-29,BOVAC82,70,2.54,2.24,9822.2,82.0,2018-03-19
2018-01-29,BOVAC81,70,3.13,3.18,33635.0,81.0,2018-03-19
2018-01-29,BOVAB83,70,1.02,0.84,4430.0,83.0,2018-02-19
2018-01-29,BOVAB82,70,1.53,1.53,5508.0,82.0,2018-02-19
2018-01-29,BOVAB80,70,2.88,2.38,49742.0,80.0,2018-02-19
2018-01-29,BOVAB37,70,5.5,5.09,2077.0,77.0,2018-02-19
2018-01-29,BOVAB75,70,7.4,6.85,81237.5,75.0,2018-02-19
2018-01-29,BOVAC85,70,1.21,1.21,1210.0,85.0,2018-03-19
2018-01-29,BOVAB29,70,3.26,3.26,65200.0,79.5,2018-02-19
2018-01-29,BOVAB28,70,4.47,4.47,447.0,78.0,2018-02-19
2018-01-29,BOVAB13,70,2.3,2.01,26206.0,81.0,2018-02-19
2018-01-29,BOVAB11,70,1.83,1.83,36600.0,81.5,2018-02-19
2018-01-29,BOVAB79,70,3.76,3.28,37735.0,79.0,2018-02-19
2018-01-30,BOVAB84,70,0.3,0.3,1500.0,84.0,2018-02-19
2018-01-30,BOVAB83,70,0.65,0.49,3306.5,83.0,2018-02-19
2018-01-30,BOVAC84,70,1.12,1.12,2240.0,84.0,2018-03-19
2018-01-30,BOVAC82,70,2.05,1.96,2005.0,82.0,2018-03-19
2018-01-30,BOVAB73,70,8.45,8.45,3380.0,73.0,2018-02-19
2018-01-30,BOVAB82,70,1.0,1.09,11546.0,82.0,2018-02-19
2018-01-30,BOVAB72,70,9.67,9.8,11734.0,72.0,2018-02-19
2018-01-30,BOVAB71,70,10.7,10.7,1070.0,71.0,2018-02-19
2018-01-30,BOVAB70,70,11.7,11.7,1170.0,70.0,2018-02-19
2018-01-30,BOVAB69,70,12.65,12.65,1265.0,69.0,2018-02-19
2018-01-30,BOVAB13,70,1.62,1.45,17428.0,81.0,2018-02-19
2018-01-31,BOVAC85,70,1.24,1.5,19548.0,85.0,2018-03-19
2018-01-31,BOVAC84,70,1.76,1.53,14685.0,84.0,2018-03-19
2018-01-31,BOVAC83,70,2.19,2.19,438000.0,83.0,2018-03-19
2018-01-31,BOVAC82,70,3.1,2.51,26225.0,82.0,2018-03-19
2018-01-31,BOVAC81,70,3.55,3.16,40340.0,81.0,2018-03-19
2018-01-31,BOVAC78,70,5.6,5.6,51110.0,78.0,2018-03-19
2018-01-31,BOVAB85,70,0.42,0.44,3010.0,85.0,2018-02-19
2018-01-31,BOVAC79,70,5.37,5.37,10740.0,79.0,2018-03-19
2018-01-31,BOVAB83,70,1.02,1.13,21292.4,83.0,2018-02-19
2018-01-31,BOVAB82,70,1.73,1.42,26297.2,82.0,2018-02-19
2018-01-31,BOVAB76,70,7.01,7.01,140.2,76.0,2018-02-19
2018-01-31,BOVAB72,70,10.9,10.9,58860.0,72.0,2018-02-19
2018-01-31,BOVAB28,70,5.15,4.65,14650.0,78.0,2018-02-19
2018-01-31,BOVAB13,70,2.75,2.08,17780.0,81.0,2018-02-19
2018-01-31,BOVAB84,70,0.67,0.54,9442.0,84.0,2018-02-19
2018-02-01,BOVAC80,70,4.36,4.36,64092.0,80.0,2018-03-19
2018-02-01,BOVAG87,70,3.6,3.6,5400.0,87.0,2018-07-16
2018-02-01,BOVAG83,70,6.2,6.2,9300.0,83.0,2018-07-16
2018-02-01,BOVAC85,70,1.2,1.24,9653.6,85.0,2018-03-19
2018-02-01,BOVAC84,70,1.77,1.65,16180.0,84.0,2018-03-19
2018-02-01,BOVAC83,70,2.27,2.14,24010.0,83.0,2018-03-19
2018-02-01,BOVAC82,70,2.54,2.7,121995.0,82.0,2018-03-19
2018-02-01,BOVAC81,70,3.16,3.34,131775.0,81.0,2018-03-19
2018-02-01,BOVAB84,70,0.73,0.73,1460.0,84.0,2018-02-19
2018-02-01,BOVAB82,70,1.42,1.55,25020.0,82.0,2018-02-19
2018-02-01,BOVAB80,70,3.54,3.54,52038.0,80.0,2018-02-19
2018-02-01,BOVAB76,70,6.99,6.99,279.6,76.0,2018-02-19
2018-02-01,BOVAB72,70,11.2,10.9,116880.0,72.0,2018-02-19
2018-02-01,BOVAB29,70,3.15,3.15,31500.0,79.5,2018-02-19
2018-02-01,BOVAB28,70,5.15,5.15,515.0,78.0,2018-02-19
2018-02-01,BOVAB13,70,2.01,2.24,43245.0,81.0,2018-02-19
2018-02-01,BOVAB11,70,1.85,1.85,18500.0,81.5,2018-02-19
2018-02-01,BOVAB83,70,1.09,0.99,60956.9,83.0,2018-02-19
2018-02-02,BOVAB79,70,3.1,3.1,1240.0,79.0,2018-02-19
2018-02-02,BOVAC85,70,0.94,0.83,16442.5,85.0,2018-03-19
2018-02-02,BOVAC84,70,1.21,1.14,17217.0,84.0,2018-03-19
2018-02-02,BOVAC83,70,1.68,1.53,12005.0,83.0,2018-03-19
2018-02-02,BOVAC82,70,2.18,2.01,84825.0,82.0,2018-03-19
2018-02-02,BOVAC81,70,2.74,2.56,65838.0,81.0,2018-03-19
2018-02-02,BOVAC78,70,4.75,4.8,9550.0,78.0,2018-03-19
2018-02-02,BOVAB29,70,2.62,2.62,26200.0,79.5,2018-02-19
2018-02-02,BOVAB83,70,0.56,0.6,16658.4,83.0,2018-02-19
2018-02-02,BOVAB82,70,0.94,0.9,10150.0,82.0,2018-02-19
2018-02-02,BOVAD845,70,2.4,2.4,4320.0,84.5,2018-04-16
2018-02-02,BOVAB28,70,3.78,3.75,7530.0,78.0,2018-02-19
2018-02-02,BOVAB13,70,1.37,1.68,11140.0,81.0,2018-02-19
2018-02-02,BOVAB11,70,1.26,1.26,12600.0,81.5,2018-02-19
2018-02-02,BOVAB85,70,0.29,0.29,29.0,85.0,2018-02-19
2018-02-02,BOVAD885,70,0.5,0.5,900.0,88.5,2018-04-16
2018-02-05,BOVAC81,70,2.33,1.9,78690.0,81.0,2018-03-19
2018-02-05,BOVAC84,70,0.82,0.82,574.0,84.0,2018-03-19
2018-02-05,BOVAC80,70,2.78,2.78,1390.0,80.0,2018-03-19
2018-02-05,BOVAC83,70,1.22,1.31,5830.0,83.0,2018-03-19
2018-02-05,BOVAC82,70,2.09,1.59,132508.3,82.0,2018-03-19
2018-02-05,BOVAC79,70,3.85,3.97,39620.0,79.0,2018-03-19
2018-02-05,BOVAB79,70,2.08,2.08,2080.0,79.0,2018-02-19
2018-02-05,BOVAB83,70,0.42,0.58,1702.0,83.0,2018-02-19
2018-02-05,BOVAB82,70,0.62,0.44,5103.0,82.0,2018-02-19
2018-02-05,BOVAB80,70,1.58,1.5,7540.0,80.0,2018-02-19
2018-02-05,BOVAB72,70,9.36,9.55,110293.5,72.0,2018-02-19
2018-02-05,BOVAB13,70,0.98,0.79,16405.0,81.0,2018-02-19
2018-02-05,BOVAB84,70,0.18,0.18,54.0,84.0,2018-02-19
2018-02-06,BOVAC83,70,1.25,1.54,1951.0,83.0,2018-03-19
2018-02-06,BOVAC82,70,1.15,1.95,5944.0,82.0,2018-03-19
2018-02-06,BOVAC81,70,1.6,1.6,320.0,81.0,2018-03-19
2018-02-06,BOVAC80,70,1.85,1.85,185.0,80.0,2018-03-19
